gene,log2FC_tumor_vs_normal,pvalue,FDR
USP32,0.5921360508497537,0.012596586921225133,0.04847141565054235
CEL,-0.7699208625572407,0.018119812928246357,0.06157480765688081
PPM1D,0.04774687619995044,0.8212238747002328,0.8818285249954483
GPR27,0.09431847508237823,0.6616783666827211,0.7608222331706235
PSG6,1.414770702361205,7.030532517631189e-05,0.0010844178245537348
KBTBD2,0.07529074727532237,0.6906565223057706,0.7836955050418573
MINA,0.13953024821599236,0.5661773368599295,0.6825235194464291
TRIAP1,0.03711391652842,0.8119631388734017,0.8753482503613664
LSM3,0.08598428381379697,0.5396979593157607,0.6602050778473738
LILRA3,0.1442749412066337,0.2520460908587424,0.38525093089705087
KIAA0232,0.5491754608510755,0.0010785923041287684,0.008115892223279665
MTSS1,-0.04415231575315115,0.825306656900823,0.8848956581640546
TMEM43,0.16553333511732315,0.5665218656550639,0.6827340922189528
RNF139,0.06743104646113984,0.732336294953667,0.8153950609235129
RPS9,-0.6021341078021596,0.17566366708499465,0.29561151980860945
PLA2G1B,0.30998806147163754,0.025169383432077818,0.07653271760101248
CYTL1,0.7268728729624829,0.00022235399896155148,0.0025638959673719226
TSEN34,-1.1406096206244465,4.516725943669182e-05,0.0007611563322929435
TRH,0.3164606323405689,0.08520018122540363,0.17553595512743847
GSTA4,0.5054452252996358,0.06559359343246869,0.14576515267644358
MSANTD4,0.2857917040127673,0.14426496064257022,0.2568628247462255
NDUFA3,-0.6795458035521742,0.006415747383239709,0.030119893757208686
OSCAR,-0.4665794669221055,0.01840593573361698,0.06215316327197021
PAQR8,-0.28660120912441567,0.15566118119964154,0.27123967571964586
NUDT6,0.5038678845842901,0.004330936761448235,0.02272667546516622
OR7G3,0.22107863636883646,0.15142765430339153,0.26621362981265984
TANC2,0.18887424179813017,0.48202481216115745,0.6112135441523623
OR7G2,0.5100868471236942,0.021644599922942546,0.06906336802668439
TEX13B,0.19139758240373833,0.1037907949283922,0.20189579911641756
PKHD1,0.4471462085495792,0.0016893459872335938,0.011325041911748088
OR1M1,0.41296651216764413,0.030139923446234843,0.08571283280574242
NCBP2L,0.28250461489140627,0.1273532562975199,0.23471304402270105
DNAJC24,0.10783364805142259,0.6069424401084376,0.7170536993039215
MBD3L1,0.2873688658254151,0.10107300049041422,0.19800545102316228
ZNF160,0.019226187515005932,0.9044594504730266,0.9392283784027534
PGK2,0.5378102083104873,0.024714949520812147,0.07559291667467395
OR8B12,0.37175818835470553,0.03246716014562626,0.0900709191232084
ZNF415,0.19334722272086635,0.2816677785408258,0.4174132880927236
PRKCDBP,-0.7199369526581401,0.04683930295776666,0.11595966128680858
CEACAM3,0.6780504950796544,0.013304255016869685,0.050138555658924985
DCDC1,0.4834538300849399,0.03680409072423141,0.09833669441313518
HAS2,0.7073649235849405,0.0003211593061806596,0.0033530699925292972
PDGFD,1.215844044797593,9.253979191812637e-07,3.611387840719425e-05
PLAC1,0.4261512067733825,0.045689565106589274,0.11399401287282096
DDI1,0.8915491913614007,3.144437966831651e-05,0.000575563882125524
S1PR1,0.8653986102853697,0.002181853144407816,0.013632888706054162
HS6ST2,0.29882442535705933,0.21945707030660372,0.34804873549612664
OR4D5,0.2873334821443719,0.053421555082019116,0.12609118191878102
PYGO1,0.5898603859387043,0.00024950723015079436,0.0027827948454887154
LRRC8E,-0.7788565608626383,0.0024375646949392,0.014818564803051434
PKIA,0.8199219294744523,3.361423975665138e-05,0.0006059004400261699
XKR6,0.19833466501579222,0.4413066181041071,0.5725229668892547
TSNARE1,-0.37997456700196697,0.2482255046270155,0.3809435088571898
FPR2,-0.2703126478025073,0.2553603467110073,0.38898228347717334
FPR1,-0.4347880290669708,0.13617513889409846,0.2467937038995139
PATE1,0.21002686679777421,0.28073089954954905,0.4164826053996229
OR13H1,0.357361806840504,0.06908318961831084,0.15154267026291324
FEZ2,0.3261915719544577,0.22618576536378807,0.35556366932197203
SOX7,2.9415016671399323,1.5822225105777713e-16,2.8908643652356407e-13
C8orf74,0.8426533909816886,0.0005921757869732404,0.005233750644937637
C11orf24,-0.7430630751664871,0.01288291932984272,0.04917776119490579
ALK,0.418312268454321,0.10801039633999084,0.2081696342195182
CCBL1,0.15169152929261198,0.5479507789005622,0.6666553201978228
MTM1,0.13091603904797555,0.5682231450667382,0.6841280039268738
OBP2B,-1.1023792365959517,0.015120886729611083,0.054560068490435105
TRMT61B,-0.3473299300229016,0.15405158519530227,0.2692608627489448
INSR,-0.23132348284955917,0.41570830848835216,0.5488058680204406
MFN1,1.5154400933525318,0.00999530474987712,0.04116508911127671
GIMAP8,0.5581964684097631,0.0003155108850016202,0.003307844427106188
HSFX1,0.05441151622477203,0.7859351734171264,0.8556339354895228
NRTN,-1.0944770144007063,0.0010433630397968542,0.007927981237745624
KCNMB3,-0.005124613680486778,0.9814895548699125,0.9896733351259955
FUT3,-1.2388105427641316,0.0014468728558663362,0.010146284248849138
KCNG3,0.061185020732046125,0.7397711624605576,0.8208878546340705
HSFX2,0.18523747580238226,0.28363349575427904,0.41932404207857693
ATP6V0E2,-1.2636853330027185,0.00012803779302189756,0.0016996482093716596
PRKCE,0.7908066758000061,0.00036719240406193275,0.0037121896060546902
OR2K2,0.33906784908760895,0.035687342399029105,0.09635443963822062
JAGN1,-0.3696941922283856,0.0995737160354623,0.19583101613940765
RLN3,0.07485397618553691,0.6403053727114723,0.7436032208728341
TADA3,-0.08392355084851832,0.48154280882198197,0.610949269093125
SOCS5,0.1731447788174667,0.2781687132784675,0.4140904228924257
C1GALT1C1,-0.14113320406378915,0.48694282108362763,0.6159340939101736
C9orf16,-1.0062176419468418,0.014201012060594475,0.05243933430587828
MORN4,0.12799559747448574,0.43497833700901223,0.5665070726225969
ZNF672,-0.7831586657795473,0.002644155908231048,0.01571683871023521
ZNF692,-0.9565627366559948,0.0016278299245654098,0.011034106517340844
NAIF1,0.178841622833251,0.5447619843543752,0.6640171075219847
RBKS,0.9984026377416526,2.7627105451541865e-05,0.0005203838475774025
OR2M4,0.5181989783623544,0.008351524587122423,0.0362407228996325
GRIK1,0.7116708007518704,0.00010592086440055382,0.0014620862175290733
MUC7,0.3682115904985823,0.1358179726183173,0.24624895026458646
PROL1,1.1570373023099663,4.906513040615007e-05,0.0008142947901757259
SMR3B,0.5661625381411493,0.013462580465403615,0.050535232947269075
TMEM126A,-0.19500163570528883,0.4295707337388528,0.5614927553774365
TMEM126B,0.09683066228282744,0.6748737170873154,0.7717560151363223
TRIM8,-0.11427826255617113,0.6907701912013973,0.7837352771205713
NETO2,0.15016336549126663,0.6302635815526183,0.736072768896713
CSN3,0.3344270250896687,0.5020016090250782,0.6284353373000586
CLDN20,-0.13298514243001525,0.49429675616332747,0.6218660593656735
CDC42BPG,-0.8869276699030362,0.01083153849032076,0.04361047662015433
SCAND1,-1.1392032150246059,0.00014182283823141963,0.0018306714211785947
JUNB,-0.03263452795800337,0.9483097239131801,0.9694351950336775
C10orf35,-0.7554239841999326,0.002442355566427469,0.014843199931678038
TMEM37,0.47492189038081944,0.050483694634839905,0.12165722958885042
UGT2B7,0.4239981330673806,0.12571639916032415,0.2324989674994855
LRG1,0.46655817058465066,0.08681850472475353,0.17773185690092835
SHCBP1,-0.37775321512814086,0.13725471055907945,0.2481375526505693
SOSTDC1,0.655779262291255,0.049361119340564155,0.1198140091128553
NPTX1,0.9989655907594993,0.000252636197405516,0.002813009581970117
FAM98B,0.25095226016567596,0.13717005310975572,0.24805144209104465
RP11-1055B8.7,-0.32949550654100657,0.16247446994018036,0.2797166264226268
ZNF439,0.015422531900262104,0.930589735781041,0.9576054738481062
ZNF440,0.1593992259786683,0.40837256306769487,0.5415004290160544
GAA,-1.2613340220210674,0.0008159388354903338,0.0066472390416233195
CANT1,-0.9162405154046258,0.00013591875232368966,0.0017715272919594778
KCNK3,0.3815011247409721,0.011612655166165534,0.04580787900482726
ZDHHC16,-0.5195621575568481,0.01446203780794194,0.0531173311155002
CHST11,-1.2861495881957525,2.988842392729663e-06,9.156974757481826e-05
EXOSC1,-0.13599367149741637,0.3057180727547626,0.44202536383148444
PGAM1,-0.548962618388007,0.034102225190793756,0.09317380667272605
CHD7,-0.5985761105718428,0.018607109439638524,0.06257877003435089
ESCO2,0.3271005568778391,0.3388965038222498,0.47316459477255157
KRT19,-2.4006879313172984,6.252322907745127e-06,0.00016327065732568073
KRT15,1.335042509322629,0.0014371087562930203,0.010088372959824352
LURAP1,0.6748370812836342,9.008705456230395e-05,0.0013111735595836885
KRT38,0.45277632134600887,0.01688017692551276,0.058664671597605994
CLCN5,-0.21890583255213647,0.09412548906944346,0.18805318552219705
TPPP,0.5784662853220421,0.00958391560216461,0.03994361452417297
KCND3,1.399254619202062,2.5921009558695327e-09,3.0465523398284134e-07
APLN,-0.13288373824023414,0.5950053176221735,0.7070811282196698
KRTAP4-4,0.5774024279628837,0.013068462128999496,0.04960464590181099
KRT13,1.495265954862941,0.0025759295857993012,0.015376012122184247
XAGE3,0.0026383409946404493,0.9631395570153648,0.9788082920260482
KRT9,0.2635878875617502,0.2427755029374977,0.3747894455431202
XAGE5,0.45505199393903595,0.0767198568779878,0.1631765339483974
PDE7B,0.6716038383906726,0.0016936350898596342,0.011350009348449125
MRPL36,-0.5188121742504621,0.0667696440370494,0.1477178813076888
ZNF581,-0.6785923631188537,0.005946883421420383,0.028542509974472243
NAT1,0.4397467701100073,0.03837800445009685,0.10129197410331245
KRT20,0.3254946945677118,0.10505287236231674,0.20391622366891665
GLOD5,0.3189526203245611,0.0512839201155424,0.12306214850099222
KSR2,0.6715555221969706,0.010959536301611318,0.04399136420806556
ZNF524,-0.3505248095885132,0.18072370572548438,0.30152623590160926
MCC,1.1985318132486715,1.2217281984466724e-09,1.6154140350250802e-07
KRT27,0.2164049712615996,0.11048344576792278,0.21162925872491808
ZBTB26,0.07624837557982822,0.6444398280406781,0.7468976220495674
CDK5R2,0.3663267108159032,0.07145431592458602,0.15513544792614561
DSEL,0.8855237400531428,2.4566273976815195e-05,0.0004770366902280501
POLR1C,-0.21487002939119693,0.25382548305020536,0.38723125537748804
ASXL1,-0.24991124300777479,0.3311709361501034,0.46584631161992285
OR1L6,0.3417969747879945,0.11320157688258331,0.21516221791055032
DLK2,0.19160788999161538,0.3521467463803425,0.48652267194281457
ZNF562,0.3890379290101702,0.05580383150316897,0.13019911166373363
ZNF318,0.16153430144626757,0.46971137241583116,0.5994957238085588
ZNF561,0.39484405840578685,0.04311486149548504,0.10993687976861943
MAP1LC3B2,0.5411693504020467,0.004573176577938868,0.0236762399282764
WIPF2,0.2587608505831289,0.13809840767147435,0.2492331848786522
HOPX,0.6890168386440823,0.04399258056179822,0.1113976167482702
SPACA5B,0.08450315020613292,0.44047072225595096,0.571687476648376
OR1L3,0.20997432062722882,0.11182895184473278,0.2133806393406854
OR1B1,0.44373282304322054,0.023350907045740985,0.07278327075144267
NLRP5,0.33547435946144694,0.020049354222144097,0.06554195204239624
LRRC8C,0.21985250392024147,0.3693803120387922,0.5041229103134178
SPACA5,0.5602206764438291,0.02438692364952584,0.07498318072922781
RSL1D1,0.2221225732312968,0.26993301229098826,0.40473841249062087
LRRC8D,-1.0755823825282813,1.1766152437574647e-05,0.00026812798849097544
MROH2B,0.2889460529741539,0.08236967357176614,0.17144425222093576
OR1L8,0.41954799122985753,0.032733841808742434,0.0905304462188118
PPID,-0.14092242433234992,0.4775171246842562,0.6068167350844796
OR1N2,0.2679761614770405,0.06993754726096521,0.15270014392730896
COL24A1,0.23039734435608983,0.33311333199494664,0.4677504189502157
ETFDH,1.058675994160049,1.0448663733022561e-06,3.999131849168839e-05
OR1N1,0.4771640260524088,0.020755757156394897,0.06703581582398789
RXFP1,0.3800163782618625,0.060976441920333156,0.1384844281734408
LPAR3,0.08165693513629746,0.7533387442846664,0.8317528717815857
PTGER4,0.14808813036757495,0.6602133007082918,0.7597578977249914
TBCA,0.0084575158204383,0.9765932502792067,0.9869548521200532
NEUROD2,0.5450647713214419,0.0016845594345602762,0.011300940892746216
MAP6,0.8448111164084042,4.262146831460319e-06,0.00012064877044885843
OTP,0.4030659107680073,0.04793841489879773,0.11768999841723662
ECEL1,-0.05100939900886936,0.8520751905007122,0.9033272077726302
BCL2L1,-0.37874404634272185,0.19291694299853598,0.3165417373566474
FGG,0.3827655777746491,0.15607298795250973,0.2717687499453769
FGA,0.5210320526433291,0.006373228053324259,0.029962371325312504
OR2AT4,0.46837020110902483,0.025751915738322608,0.07767702273882751
FGB,0.5888047917071804,0.03697432688776671,0.0986341945567209
PLRG1,0.12839135128269286,0.6310271938762263,0.7365536535030208
RAB4B-EGLN2,-0.4484749568948042,0.031189038354314597,0.08766395432180889
ZNF584,-0.02630042942038502,0.8967664010202744,0.9338935244160566
DSCAM,0.3661646720946186,0.07332928276757943,0.1578870215225258
DNAI2,0.47399122519493203,0.016254279559359857,0.05709166560363761
NMUR1,0.2409680445187128,0.18611606070276812,0.3084268137724379
CLSTN1,-0.5566274626312424,0.08600413949879217,0.1765588555308197
CXXC5,-0.42171630026752815,0.19473486730366876,0.3186339952022417
ZNF274,0.0833326358143589,0.6296044542854959,0.7357205123822173
PIK3CD,-0.3423746608959921,0.07879073590922248,0.16625052076677727
PTCRA,-0.18341467373138332,0.3217996602162882,0.4586717784575995
SLC25A33,-0.03240400424667067,0.8682585086668813,0.9145289255333185
ENC1,-1.568531117886097,6.239250450901764e-06,0.00016306431152434805
SPSB1,-0.6004518247675388,0.031138043149182542,0.08759378069263299
P2RY6,-0.8019709283231573,0.004300419419040088,0.022637222849511147
BPTF,0.1034354477484758,0.6300003161656288,0.7359341095203027
S100Z,0.2864069243344546,0.06242304923333281,0.14074002599802243
ZIK1,0.26547068907713167,0.25767098915525083,0.39119742710698224
GPR82,0.19974552983833016,0.5041125376623223,0.6302974491307403
GPR34,0.3831225586406375,0.07331106585754657,0.1578705455485879
PLEKHG5,0.3032178481698917,0.33962731422809456,0.4739172228949694
ATF7IP,-0.17027140667333285,0.4297015613842613,0.5615541960271073
C20orf201,-0.7048991908690221,6.870830908837209e-05,0.0010655089475756962
RGS19,-1.3168021412181097,1.625252776709177e-05,0.0003486054461718361
TCEA2,-0.7955736836115728,0.0066639312228996645,0.03094255393420906
DEFB4A,-0.15642222594583224,0.3700884060777203,0.5046500295372836
ANO5,0.6950589577256616,0.004977088383978496,0.025143672183390954
HDAC3,0.21763216205550773,0.29045664991140135,0.4261642392991199
C1orf111,0.1999284532104686,0.42139543727212403,0.5534629070514457
GPHN,0.3878750718739279,0.008913973785107629,0.03798834714442178
VAT1L,0.30908561487135816,0.07223795817917178,0.15621692693058215
TMEM51,-0.30257970803984247,0.14850519218366587,0.2623830813876574
CAMTA1,0.07662181688248237,0.7548734546257674,0.8325740780192609
LGALS4,0.44595058344524574,0.03089325896506106,0.08708172772507675
LRRC34,0.3557359119785699,0.18410780631799745,0.3057762739756311
PAH,0.5855551230890121,0.05023943429694965,0.12130219662133084
SPATA5L1,0.25529191639740967,0.23896003122611081,0.3706235105794398
GATM,1.1992494762188795,1.2216484621333877e-05,0.0002764942656751895
SYCE1,0.17229892031748492,0.09936514004505148,0.19560538984307985
NXNL1,0.3730881049448217,0.0013873771453373099,0.009849348593072856
RASGRP4,0.3964085127173873,0.09181221661217363,0.18465345036240025
NHLH1,0.12507378005313108,0.38104575234883487,0.5155292818425427
SLFNL1,-0.7155023465463315,0.005544682466260961,0.027164319379191927
BCL2,0.6103987690025807,0.05680814538638084,0.13190042813949654
RHNO1,-0.5301186921742533,0.02360690499167348,0.07332199663955989
CTPS1,-1.08571170126059,0.0007309597687141502,0.006121178929840413
UTF1,0.30012732913662343,0.04809510115525787,0.11797994865200517
KNDC1,0.5398979398241046,0.0902092772486361,0.18247041607720293
WDR87,0.3375252683204081,0.057224963696614686,0.13254665441679866
METTL18,-0.26132726196891887,0.13818820499334283,0.24926329456115548
TTC40,1.0348679042423057,1.6531871015757616e-05,0.0003524166563351554
COL8A2,-0.5475839690715776,0.05330617557065459,0.1259223691371669
PWWP2B,-0.8405854834417337,0.00023291842234955023,0.00264401622281764
PCDHB1,0.3618356752656087,0.03280337519140372,0.09066037329439385
ZNF540,0.6322013786936966,0.00015207891923964823,0.0019314263218208165
ANGPTL7,0.2649899067675361,0.21342310165860634,0.34075131054454005
FBXL14,-0.7804430659653265,0.010085119273774491,0.04144251864035274
EXOSC10,-0.11816812987060832,0.5419317123121923,0.6620009615798355
ZNF570,0.19118986474736666,0.3699680051833505,0.5045543169013352
NINJ2,-0.7903893354105582,0.002231147552216495,0.013852827774002817
MLLT3,0.29848902742779027,0.12050024103969642,0.2250647149398768
FAM90A1,1.1483720061692972,0.000935699336584389,0.007331651176090857
RRM2,-1.8638896111331338,1.0693171399935807e-09,1.4699641705863607e-07
TRAPPC12,-0.46713278709569916,0.1662576022288854,0.28421677998662404
IFNB1,0.24740631487466103,0.10853045373457397,0.20895153359109755
RPS21,-1.0822241545882125,0.047726483942887366,0.11738091289439062
C3AR1,-0.8259963196338083,0.0007212747646138473,0.006068707081267095
RNMTL1,-0.14824440554224072,0.4205314069030698,0.552845445831003
PTEN,0.9298654234094537,0.0011279990184817682,0.008385027891971753
RPS7,-0.6981910211965561,0.0448770180290292,0.11275638309131503
PRND,0.10460768807420551,0.5166367732185337,0.6406321488244133
RNASEH1,-0.4781952962109468,0.006879963491414273,0.031619827635592054
PRNP,0.19077994879900295,0.5618627814839288,0.6789319629650076
KLF17,0.18886062014177507,0.20709965280362563,0.33328218805143395
ADRA1D,0.43160603609919534,0.005453669077783931,0.026891030698062177
FRMD5,-0.04731273120973345,0.8167802722477051,0.878789124256789
AQP4,0.39041983387976953,0.1553315995848735,0.270827224991125
CYP4F11,0.6635848954835105,0.0025232165450491937,0.015174029360382613
TLN2,0.688010493197921,0.0076065982377602525,0.03401054758231492
LGALS9C,0.8122005771091484,0.00891936821164693,0.03800327799823616
TVP23B,-0.08270469622011989,0.6752809738974336,0.7720460215820365
FBXW10,0.39136211983121805,0.1363700158200309,0.2469476976873574
OR10H3,0.3032751289037193,0.04591207145284536,0.11435478180073616
ZNF217,-0.39337974263094155,0.12661773035531684,0.23371519629048543
OR10H2,0.633574961535507,0.021289920157317364,0.06822372967632918
OR52A5,0.22872067316815256,0.10563316643949616,0.2047661438176113
SCG2,0.4658044448014951,0.07041242523835337,0.1534215947047446
ATPAF2,-0.3388902591645171,0.13819557231006568,0.24928567409918395
CYP4F22,2.0727239215591586,2.9836714526186706e-08,2.1570442034075556e-06
FOXB1,0.20860115236890237,0.31900086693890967,0.4559294142894472
PPIH,-0.474023697833017,0.09269105370368609,0.18599289110789566
LRRC48,0.29444407908972225,0.22953222148791372,0.3592579896247756
ZNF57,0.14809689849900942,0.43205367394455585,0.5636385005152332
C20orf196,-0.0063867362694858265,0.9759598261979974,0.9865627495688236
C11orf40,0.026406503829553275,0.4885154562089161,0.617146498138588
JMJD1C,0.5984678069078826,0.013066324778793282,0.04960339034346211
LDHAL6B,0.5552316120948768,0.012440812112508937,0.0480467797534982
SYNPO,0.6034958892327493,0.02494964472482628,0.07606961291284595
ZNF556,-0.07874506521637747,0.6856876654282192,0.7799278374920974
MAL,0.16236247371059043,0.5276371845896846,0.6503589450723333
ZNF554,0.09030694690276286,0.7012881938559261,0.7925376810681738
RAB33B,0.1291351828241245,0.45608167108954223,0.5869831855505648
THOP1,-1.0117640773411942,5.392338467709778e-05,0.0008803835785867678
ANKRD20A4,0.6821882209037928,0.0024821048988481246,0.015003111054751762
REG3A,0.4774609717012603,0.06162803051099288,0.13948317471879687
GAP43,0.5094126312870946,0.011265264818333225,0.04485402453657592
REG1B,0.422539362978851,0.04349924754031599,0.11049644553403322
EPHX4,-0.0365317041743356,0.8590153687312568,0.9084183573144331
LAMB2,0.21446276735125114,0.4815120223054281,0.6109487767862686
USP19,0.025810258409751263,0.8856985987869856,0.925532701004567
QARS,0.014672214088053082,0.9641806116762166,0.9794244717498729
ORMDL3,-0.28223485770465384,0.3795037248244215,0.513836703551426
SERF1A,-0.20742199996139288,0.33494681997289455,0.4693412248354762
KLF11,0.3099719217467287,0.23935238037326548,0.37104176745629835
LRRC15,-1.9125464085017345,7.218639819596332e-09,6.843406749728636e-07
SMN1,0.5574973418049294,0.020041213816053473,0.06553189741090391
EIF2AK3,0.07437592552908034,0.7110797688562345,0.7995569651153966
TEX37,0.25123909188518334,0.11277104348911189,0.2146992854909711
MOB3A,-0.4715274847857298,0.05458782387858008,0.12812169617093339
KRCC1,0.34370884138472224,0.12142308531579965,0.22635142553684437
NME6,-0.14177653656948142,0.48779293258987966,0.6166213195289894
CYCS,-0.19781778121853488,0.3563558301175056,0.4905272782774854
CD8B,-0.7481268340321316,0.010005160540620554,0.04118195648186843
SLFN12,-0.026103961305353973,0.9089479030258121,0.9420961435198731
CALB2,0.04610079416259305,0.885950852323268,0.9257000379512887
SLC9C1,0.07392901131327362,0.4441560827640284,0.5753189579396392
OR1A1,0.423449889371167,0.030515729224150922,0.08639317170685804
OR1A2,0.27133009346239245,0.0390096718332547,0.10253056164396267
OR8I2,0.41745412712971347,0.0437401015153472,0.11094000003223725
LCE1D,0.9779376665356485,0.003415457953396532,0.018972878371300027
CCL11,0.04433551389310997,0.7966151620775808,0.8632789565100408
FRMD3,0.024778176331416546,0.9128091448618975,0.944580279756689
SNTB1,-0.40030578739369194,0.10353203012323708,0.20155940157357286
MTBP,-0.27867423177540784,0.18244769757621115,0.3038047271710149
TEFM,0.014297108339484943,0.9480317551674468,0.9692513081369084
MRPL13,-0.7029545761918907,0.008842289991353872,0.03775490636206291
MALT1,-0.3525781610927674,0.0707814376750529,0.15399061857471458
PRL,0.2722909425048605,0.055870363601548526,0.13027991271190653
ISG20,-0.6188947631940085,0.04016098004062423,0.10454026380733919
OR4C11,0.1807264686992611,0.1581039273396458,0.2744134696667189
MBOAT1,0.5596415340902423,0.21921477064699926,0.34781546226126087
OR8U1,0.4613569561924208,0.030295166799216247,0.08596683336572697
ID4,0.1586349165777694,0.6782549055647533,0.7741249981282533
OR4X2,0.30205672989985244,0.0319653491550576,0.08914105554576768
GPR22,0.3525804345965834,0.08478466368838068,0.17500073053211826
CXCR6,-0.013817963673480538,0.9463261051710878,0.9679999013501895
CEBPB,-1.1773725960417298,0.0017305952524833068,0.011503203571236425
AZU1,0.39617317715868383,0.16927768342729121,0.28778367250142195
TPSAB1,1.0170980725370034,0.03126990168629555,0.08774137413183968
ATOH1,0.4374322341654163,0.027218385717916266,0.08028105608433829
PAIP1,-0.5713795946631879,0.0132613714839839,0.05003828657837254
CLEC7A,-0.16512892251542732,0.5124656660027496,0.6372483700487293
C5orf34,-0.006431392011439385,0.9717037632972089,0.9837352569140178
C1QTNF4,0.8839862253386386,0.0002603048039253645,0.002866633396872315
NEGR1,0.8139126414624296,0.0004637385054659147,0.004410198799062763
ZNF131,-0.021084215937469786,0.8821844126469454,0.9230967805550794
MACROD2,0.9560675290550078,4.4731079261769846e-05,0.0007554665806748323
DPAGT1,-0.7394949011205787,0.008608750805173657,0.03706917192621229
BSG,-1.1369313390875897,0.004280828597014439,0.022569804077333736
HINFP,-0.058339494666250324,0.7832528696813821,0.853723964144282
CDY1,0.0,,
OR10V1,0.6464153145039075,0.01329108867396348,0.050107728412927786
CERS6,-0.12503034741714547,0.506271812325267,0.6318337608117993
SPTLC3,1.250168361056546,8.305543491893679e-06,0.00020431433671980312
COPRS,-0.04178305773231061,0.8548697451814309,0.9055214685224434
TP53RK,-0.34130553898820093,0.07129818986887489,0.15486339781526504
B3GALT1,1.5161667388432667,0.005422681586162949,0.026803997668151242
OR5A1,0.37492004419694963,0.048489138285907785,0.1185421118197512
CLEC12A,0.36297663788841583,0.06943167065236434,0.15208868359082126
OR5A2,0.2178936921097591,0.0523578983646918,0.12459349365700821
BPGM,-0.16555235524092193,0.41327906875394826,0.5464887639855814
POP7,-1.0450677861900153,0.0010448680010448235,0.007936416131896773
ALG14,0.04533729156243016,0.8363474530407407,0.8922888752365737
SUCLG2,0.2834350670470638,0.23461467992979934,0.3652428998628279
STARD5,0.4875128769021386,0.018634779997530028,0.06262906494822049
CSDC2,0.5155687715080841,0.010993927564373942,0.044092917830070306
RCAN2,0.9056944059677761,0.0001513404325501973,0.0019238709762137035
IL16,0.7258313709501452,0.003991090116919569,0.021395819997292474
ABCG4,0.6697604885939658,0.002822070957459842,0.01648078028581323
CDY1B,0.0,,
GNB2,-1.5229947267661776,0.0014532372484824788,0.010172738355297606
CCDC11,0.2952799391035124,0.006378897071312077,0.02998200966773389
OR5B12,0.25005491164994453,0.07763724110497253,0.16440346346304266
OR5B2,0.4401754300023038,0.026701168240563983,0.07934941287873058
FAM195A,-1.3110451851468117,2.862961735394456e-05,0.0005352539996089095
PDZD3,0.8990998144557784,0.00022262696314639878,0.0025655715053419285
C2CD2L,-0.24826001863560743,0.26332750613263917,0.39759268411492615
OR9I1,0.45679045948538066,0.02315610225884433,0.07232464139777997
ARNT2,-0.3110701642139313,0.13988835906012628,0.2513163708224205
GNG12,0.660583509739058,0.0064287258606434425,0.03014836709910029
OR6Q1,0.35386881063521586,0.04582293126662799,0.11419085835048845
PRSS27,0.026993732853319408,0.9247757229806584,0.9529888981420945
MYOZ2,0.541145176051919,0.006568810453372522,0.03062642306674073
SYNPO2,2.577265586742166,4.912402347744234e-11,1.316392831799515e-08
DNAJB7,0.008688721741692995,0.943250925556077,0.9659247001941629
CLP1,-0.02399962025543667,0.9093263657064222,0.9422636827040506
INSL5,0.1052334311835827,0.19623178953925813,0.3205389120374004
EFCAB3,0.18161405323174418,0.06658039584470403,0.1474146866574639
TTC36,-0.25403164156198965,0.313692131115729,0.45039180248349203
RSPH9,0.09195112683083106,0.5779231579734359,0.6924879049037211
MYEOV2,-0.07817292136829135,0.7551633990854087,0.8328179321125189
GTPBP2,-0.7643845585742346,0.00038778197224654404,0.0038544223927848872
FGGY,0.7725051667806526,0.00026728618422767027,0.002916726777406121
OR9G4,0.2546331641574599,0.06256259446089746,0.14093062356815927
IL17D,0.03405776278084449,0.837824892566335,0.8932900733737972
OR5AR1,0.3884463347433229,0.047972214512398366,0.11773666714741511
FUT9,0.21615168752026215,0.2955067096468803,0.43116361942264086
OR5AP2,0.271359508364835,0.050292006516990624,0.1213489273802944
TCEAL1,0.5320208452870596,0.014767924014779416,0.05372049535729171
ZNF24,0.03523318176721135,0.8876113685406108,0.9268568236571515
HSFY1,-0.005934680433249615,0.32684068289009005,0.4623761161072255
MANEA,0.07755167050244505,0.6569286652352018,0.7570934293191746
RAB40A,0.47266773190738587,0.009148647256948993,0.038693079244562466
C2orf54,-0.2984245068749938,0.5380538924611449,0.6591998097800859
AGXT,0.06749019330681039,0.7979319405969945,0.86440201224657
OR8J1,0.35606009791199295,0.033667548016449556,0.09231246658043699
OR5T3,0.5043541906394944,0.03528461703955905,0.09546863240711918
AFF1,0.47136381842766273,0.07513396650006854,0.16074553478788378
ACOT12,0.24058533098161192,0.07689736797379695,0.16340487434313505
FIBP,-1.192682112595743,0.0002587467056715172,0.002858901037657398
CARNS1,0.03694273734371034,0.8852304484408573,0.9251885880860212
OR10H5,0.35720597376767105,0.043037327252230806,0.10978096244641893
BANP,-0.3616634070646514,0.05051361143286513,0.12169044060348452
PPP1CA,-1.202104681383216,0.0013008869335405506,0.009377149115905014
HCFC1,-0.9988344598517598,0.0006609820440391393,0.005681013966716741
FAM170B,0.6684421925596653,0.01964155820312688,0.06463934555877968
CTSW,-0.4895490255406325,0.015216376059819226,0.05483570486825297
NIPAL4,1.0655872804609177,0.00031446986000237335,0.0032986509636365865
MUCL1,-0.06820253230020246,0.9401412666424702,0.9636947778875365
SNTG2,1.0205319535325104,0.0004785775074901219,0.004506795861466304
