gene,log2FC_tumor_vs_normal,pvalue,FDR
MKKS,0.10122043806156,0.594627636698848,0.7067730937591488
BFSP1,0.13178982193321476,0.47489585168875836,0.6045635975964595
DSTN,-0.09381565325419938,0.7847203756766916,0.8549062288784772
LAMP5,-0.261928239444535,0.2062299841556082,0.3324678081794137
SNRPB2,0.02516569038274863,0.9130876610763123,0.944722564340372
MGME1,-0.17405868774514488,0.4594815046127033,0.5903003886286187
LRRN4,-0.05208237316626996,0.7592861209786765,0.8361018970420478
TBC1D20,-0.20453159522714115,0.1675609718102719,0.2857534430671303
ITPA,-1.1122434998109734,0.00027058462957936074,0.0029427542669296495
TCF15,0.39463635091178106,0.04536157981873957,0.1135245525676967
OTOR,0.6809861190797688,0.03662625841359855,0.09801791499287667
MCM8,-0.6535257252130071,1.720504561872169e-05,0.00036392841764417013
BANF2,0.24663834166602056,0.18716550694572098,0.3097957054983809
TMEM74B,0.10609873003002379,0.6065079986778549,0.7167821802556467
FAM110A,-0.8055072014058293,0.0018985167895880096,0.01231645914691408
C20orf187,0.014074433356101593,0.32558198801619365,0.4615700851753332
SIRPD,0.1297166466614667,0.3912121857262577,0.5257266101964846
MRPS26,-0.8738214515267866,0.00835062134283004,0.03623681803799362
DEFB129,0.3622186973696768,0.0555896274917833,0.12989656241481928
S1PR4,-0.45628264079254777,0.12614737005519447,0.23305022937658595
NCLN,-1.1978450124692865,4.865299334344938e-05,0.0008081221985261535
CITED1,1.2501798403494178,0.000658838094685678,0.005673875040014353
HNRNPR,0.22504149720638278,0.39504471385506124,0.5290603491076844
ZNF436,0.26171294750150276,0.2264964115351311,0.355879286044335
MAX,0.25789019591374274,0.26253890253227,0.39672983933034306
CHURC1-FNTB,-0.16786149921721466,0.2318267752086897,0.3618276406107203
ARMCX5,0.2445177796402911,0.22945757065384587,0.3592363726374721
GDF5,0.07632853053100863,0.7160558832488404,0.8034441235783382
MMP24,-0.09987224943336681,0.6073330642139533,0.7173354445564194
NECAB3,-0.3924853533671584,0.18373158850654556,0.3053259082603783
ID1,0.4860802158095101,0.2422156812191261,0.37425770427365845
RALY,-0.5235765813682969,0.022601364487681255,0.07109981098727682
DYNLRB1,-0.15989990429899503,0.6107563359093148,0.7200890990302762
C20orf173,0.26472933970025586,0.10268511920875548,0.20022950672917117
EIF2S2,-0.22183932114349636,0.2867818748911521,0.42217265617240546
ERGIC3,-0.6153712644221878,0.0009902812952624748,0.0076313932025250065
ROMO1,-1.2299146823657203,0.002702231520259488,0.015954597266208927
FAM83C,1.3938115697165614,0.00018613718267205512,0.0022457280982133925
BPIFB1,0.26760236071482324,0.41114438045487367,0.5443464926470389
CEP250,-0.27651078043607136,0.31650048046258833,0.4534141240784017
PLAGL2,-0.38890616808922207,0.041886902438763404,0.10769386787952755
GRPR,1.0018102739637516,5.443602712861032e-06,0.00014705043995037772
KDM5C,-0.23425988791502395,0.344963330872715,0.4792336368203378
AMOT,-0.0036165172256388267,0.9891873413559837,0.9942876332177067
TMEM115,-0.29058242138461265,0.27764930861648546,0.41347034710833763
PSMB2,-0.7937358193195885,1.2117253147838691e-05,0.00027486744217298197
AGO3,0.09567693852542014,0.4741614871995671,0.603833327191541
UROD,-0.019897158915434865,0.9408438515339654,0.9641591760037787
ST3GAL3,-0.21793347534824958,0.34005034562293635,0.4743099345082778
TMEM53,0.09044864115622442,0.526035437425444,0.6487641274776984
HECTD3,0.024219939878549646,0.9077398118363764,0.9414566975145924
KLC1,-0.005732354381880356,0.9822588230549669,0.990091670884133
XRCC3,-0.3364979934532437,0.06712621480724104,0.14836716872274613
TUBGCP3,-0.26847602345013044,0.29426229629490014,0.42989631685214097
MCF2L,0.3268383623552218,0.15584011736251305,0.2714819082335882
F10,1.384403199361527,9.583020639734837e-08,5.566460948479501e-06
PCID2,-0.5007092923902965,0.020043017881621373,0.06553666047429917
PROZ,-0.13302804106969102,0.37651029596743124,0.5109483624376419
SLURP1,0.2619288945890872,0.531235636298323,0.6536083710567002
LRFN3,-0.890953429505625,0.00012494737380920352,0.0016652468957674884
IGFLR1,-0.5395279938072033,0.07914978466115102,0.1667630120683314
CAPNS1,-0.7264487388870178,0.03173585642958522,0.08873500869808065
PDCD2L,-0.9170495974226831,0.00013592981029569585,0.0017721736641762376
GPR42,0.17988441708973102,0.12372690275095095,0.22967242001372606
RBM42,-0.9191590569717061,0.0025323204459528413,0.01521511997690888
KIRREL2,0.12321133505779785,0.3245651483165518,0.46078070524255066
UBA2,-0.2086874490340529,0.5493351359011447,0.6680303479966845
FFAR2,0.18371015038899685,0.39252862469686656,0.5268676541562508
HCST,-0.9212012552623299,0.01432925415370786,0.05272598864540838
FFAR1,0.37273703588349416,0.026588092120831644,0.07916555191769992
COX6B1,-1.3106331435146865,6.249857272874018e-05,0.0009905178497464798
KRT36,0.4312696761244157,0.009832926857372363,0.04068969289020927
THRA,0.637464114916793,0.018273676463042805,0.061940145506781175
CCR7,-0.3078008588996197,0.3035179603396514,0.43986231904311784
NR1D1,0.5649970894321124,0.052587123841160356,0.12489907999995754
FRMD8,-0.9313557081705879,0.002027381280448857,0.012909553821416493
PRDX5,-0.7976654128024014,0.048333235493933514,0.11823288302788167
BCL2L12,-1.1473630233151724,0.00032427951786539745,0.0033803785010678203
IRF3,-0.5415193886653125,0.022137174176474376,0.07000990190382093
PRMT1,-0.6264498351686623,0.01015597877050662,0.04164178359774203
RRAS,-0.17076493625561717,0.6248732431610498,0.73156389828333
PRRG2,-0.15436840030183596,0.4467765115446416,0.5781170698573401
SCAF1,-1.055553080073504,0.00023874067232251028,0.0026907691326068703
PRR12,-0.8356280685579547,0.004525821639519726,0.02349172606174263
TSKS,0.43700047884325843,0.055468180315274666,0.12965800046247852
FLRT1,-0.47244469545542156,0.012812358348395376,0.0489735218877996
ASL,-0.45313541092778387,0.0558227557571098,0.13023053942762308
SBDS,0.4807384225524145,0.10649289340637128,0.20604821147876426
CSN1S1,0.8686653274640561,0.055341513567932876,0.12947344863734137
STATH,0.6801751185828574,0.020257875019156366,0.06602207408769203
HTN1,1.00250161366974,0.005607675637740217,0.02735179342457418
STAT5A,0.1842101836983625,0.5060785642180083,0.6316589565487419
WNK4,0.6581287895411276,0.057697128847435795,0.13331764722646178
BECN1,-0.15161347291921246,0.48701400092674507,0.6159473892762771
PRKCG,0.3134946058228846,0.09975083814429338,0.19606353672509896
TRAP1,-0.7428555436038149,0.007625693994945575,0.03407318761903427
GLIS2,-0.6806600399262632,0.014800930243162251,0.05377518199603314
NSRP1,0.19107944297858825,0.4854754305249809,0.6145808265741411
DNAJC8,0.28074791342310723,0.22921360895758242,0.3589756964723363
AHDC1,-0.26442024703497236,0.3833765615910143,0.5179900594861314
IFI6,-2.7951169199413117,3.4545319085503154e-08,2.3941097344153185e-06
DACH2,0.35852380863822175,0.08983035422653454,0.1818714197223599
ZNF384,-0.4619927958063377,0.1352399293776141,0.24553789412632235
EMG1,-0.6040930243394205,0.022854653276997414,0.07162526455030314
SSX1,0.309265661397442,0.039786158979949915,0.10385121604491662
UXT,-0.34560364223879203,0.20380163952691047,0.3297796152734342
CFP,0.5259274345241474,0.007726485874945288,0.03442405522381964
ELK1,-0.6170684417976373,0.0024886314095396126,0.01502448605254645
TIMM17B,-0.37491570603563495,0.003277225793239829,0.018434280434518353
PCNXL4,0.4215050416255286,0.07413227642637855,0.1590934854903744
ATG14,0.27893931851562614,0.05861520999657935,0.13471109096755307
KTN1,0.5817153821538001,0.017170776647899448,0.05938707091197437
SIX1,-0.16810869437319176,0.5927283916729469,0.7048908411741353
RHOJ,1.5669911469881859,4.9658646096056455e-06,0.0001372819077357005
DLGAP5,-1.0421315632264678,1.480136849119947e-06,5.2116395511092675e-05
L3HYPDH,0.22343231325948176,0.3609433130124713,0.49544042514169156
HSPA2,0.5261422154551885,0.06935244816141299,0.15193432561021128
ZBTB1,0.029437257582794807,0.8978510467235852,0.9347238560000216
TRMT5,0.25409452724624937,0.15584071924026804,0.271504393095682
SGPP1,-0.2785991278860884,0.08343397275026233,0.17296086899733926
PLEKHG3,-0.19133494452923827,0.46710459370936963,0.5973066185894834
PZP,0.10655387494613944,0.5515826914452457,0.6701686770821147
PRDM7,0.6825181074522098,0.018598728720427726,0.06257036298007769
RHOT1,0.34924794595553044,0.15318544765156875,0.2681812828311175
EVI2A,0.25705939226852603,0.1605319541544842,0.2774919473588982
OMG,0.07680011155814181,0.7309296358952505,0.8144042478225271
WDR60,0.729876523240518,0.016821327271351785,0.058530996450766655
AIF1L,-0.6126401530934995,0.0611339357864873,0.13865763994343547
FAM78A,-0.6904668574335657,0.0027854647283673344,0.01630709877970483
NUP214,0.32069738848702567,0.2054567144947612,0.33158829582556093
CTAG2,0.5424651678971347,0.03277240760157725,0.09061677647195113
AVPR2,0.5480777564667745,0.01879171408782169,0.06296696727859957
SLC10A3,-0.822666368834057,0.001208426315977583,0.008858946169877686
MAP2K2,-0.8677490104656762,8.783677493212806e-05,0.0012876320223091974
HNRNPH2,0.49821274202772203,0.03955714650809128,0.10349121719859654
ARMCX1,0.30935096820715113,0.14283514906613723,0.25537674527848137
TMEM35,0.6228213368028828,0.0005764877886117277,0.0051403068214367804
NXF5,0.06384559078811641,0.11755806586662428,0.22123775042101032
TIMM8A,-0.2973407712174181,0.1260094371853014,0.2329089998168903
ZC4H2,0.6980139459036767,0.0013535157800226671,0.009677324847703865
CANX,-0.9087077952303702,0.0008458724005370536,0.006819231249897194
CPSF3L,-0.42639323067678436,0.017489949754291315,0.060046636515501677
RGS13,0.5782909825285444,0.0013570193410924409,0.009690463768615275
IPPK,-0.1164473945324005,0.6036671093587993,0.7143488909499028
ZNF484,0.3918349222468085,0.041108090689805386,0.1062819988273258
OMD,0.5514818378871523,0.002739791720264307,0.016103896520941564
FGD3,-0.30409987542441375,0.31814737211469757,0.45500006856844305
HIVEP3,0.022221663960289018,0.9025664166449047,0.9378249944178302
PPCS,-0.8168413183594168,0.00018316068939267847,0.0022254527020650824
EDN2,-1.555414041391139,8.139161507618921e-05,0.0012189334424748516
BCL11B,-0.11076554632543312,0.6855609013315078,0.7798507468282004
COX7C,0.15008907021967577,0.6645718051535024,0.7632839251784005
TRAF2,-1.243048866556581,3.872505657504044e-05,0.0006809240481584977
ABHD8,-0.5808422448810338,0.031144649061078482,0.087596147508738
MASP1,1.9917383002806248,2.8897171105508568e-09,3.3187162564486353e-07
ATP13A4,0.8790497948015981,0.015470604174681803,0.05534218503536333
HRASLS,-0.6686123349476222,0.004891796540217819,0.0248223518970283
HELB,-0.1740538885211349,0.35973776932822765,0.4941782504885295
RAP1B,0.16306912849273747,0.40336441819976465,0.5371242809096108
IL22,0.18084769553637128,0.06912814037890132,0.15160254029766426
TSPAN8,0.14187408705314597,0.61571522983301,0.7239205990553681
BEST3,0.4750587292690107,0.11087903570989738,0.2121106691312498
RAB3IP,0.24091938508642308,0.3194967134850575,0.45640100815815454
PTPRB,0.9077469480413289,1.9465145693266497e-05,0.0003998696681938794
DYRK2,-0.6445148230648372,5.4251647970532366e-05,0.000884306261891127
YEATS4,-0.5739344630908354,0.014549930574825148,0.05327464104442264
TAS2R3,0.048191231119943945,0.8246364846160023,0.8844412224671762
TAS2R4,0.04484721117527157,0.8361168501174684,0.8922308831719699
TAS2R5,0.10131608727201646,0.6246259891903014,0.7314416553485217
CRYGN,0.1609627892749509,0.48811971533428455,0.6166939232209767
LRRC61,-0.6362769745005625,0.013307435652504931,0.05014102405358459
TRPV5,0.2759949198982811,0.02662980394533189,0.0792079546504241
IDUA,-0.5841770306884406,0.09088031740493346,0.18337166041381375
FGFRL1,-0.5634742921175029,0.05989454144746698,0.13677542256688915
TMEM175,-0.34749862285500477,0.11252713497941942,0.2144196557527547
AUNIP,-0.4553760327357732,0.018289267581396828,0.061950467580412304
PIN1,-0.24666884999886918,0.07344838240892408,0.15806200520571048
FBXL12,-0.2913338965950487,0.2806606514738208,0.41645887060081804
EMC1,-0.03164956126336804,0.8168303848571465,0.8788330193476022
PLA2G5,0.7273645753395201,0.0014756468829625524,0.010283478173987996
UBR4,-0.035031287723199966,0.8546155726402846,0.9054420251264926
HP1BP3,-0.4074889311355614,0.05010641921507891,0.12109465029039812
EMR2,0.2004935844184308,0.25935469483157075,0.39313538714452306
SIN3B,-0.21984058852710842,0.10930675409473596,0.21000355069266832
OR7A10,0.6023528920679471,0.023039878354311257,0.07211485927697522
SLC35E1,-0.7570172571151401,6.761213415416556e-09,6.596449865196211e-07
EPS15L1,-0.21577486230954612,0.11025051332301167,0.21131173152449823
KLF2,0.3231519180709599,0.4090642972194607,0.54223547325661
OR7C2,0.6186602777270551,0.01374965446442568,0.05134532802415966
OR7C1,0.4313033548988971,0.01655120471957382,0.057910733533954456
F2RL3,-0.13274907412049886,0.468535525293047,0.5983749753663123
UQCR11,1.613366253294128,1.189608178918092e-07,6.479334737099136e-06
GFER,-0.6284372371258082,0.009070639986210365,0.03850089175139512
SYNGR3,-0.17897457811607853,0.5072774630191708,0.6326566833235677
PKMYT1,-1.9344087476963923,1.185925852064868e-07,6.476830917065142e-06
WFIKKN1,-0.06555626291369832,0.7860269355628948,0.8557325675077093
WDR24,-0.7588691703348336,0.0069379919901680015,0.031792011632101345
FBXL16,-0.6296134850716331,0.02194831315324029,0.06962076984750999
CHTF18,-1.3796315029388628,9.568536862649626e-06,0.00022785361832409028
GNG13,-0.42242954397128285,0.06442972986477517,0.1439883226284337
MACF1,0.04823448085272375,0.7591719625552986,0.8360459234759667
SMARCA4,-0.6976668997507094,6.677315958837997e-05,0.001042740451753893
KDM4B,-0.16594906429838918,0.47242294983791355,0.6020771367052876
TICAM1,-0.3985690202913368,0.08713781207840422,0.17810707902230172
METTL25,0.37939604393621984,0.08493025514681085,0.1751414188324035
IL17B,0.7600097283492452,0.005112269034430474,0.02566093482866725
EMC6,-1.0500002573438292,0.002168331947701283,0.013593210881260129
OR1E2,0.4250169092368099,0.02771374659045371,0.0811178001251806
METTL16,0.19704696079592088,0.3196893904971253,0.45657576581774484
TUBA4A,-0.027127667456166016,0.9360690560541658,0.9611769217072816
VIL1,0.057989386789000674,0.7277144051729914,0.8119471556746116
AAMP,-0.6383028590170934,0.024053720190447568,0.07428267799440923
PNKD,-0.7670253329325352,0.0006825789701710803,0.005822902655561664
TNFRSF19,0.6018385760903024,0.041119443967514324,0.10628584687351321
RNF6,-0.04801944283734416,0.8167442367166511,0.878765869847292
ECHS1,-1.0469297270498794,0.0025516511032509176,0.015290143355178412
ZNF835,0.5036023547482151,0.05462061838535344,0.12818210918037498
AKAP9,0.059396960493256046,0.778327325617527,0.8503675686918354
GNG11,0.8208790793504648,3.987177620628982e-05,0.0006950069021630641
SHFM1,-0.3225953005667703,0.050631768653486675,0.12189713540941245
GNGT1,0.6578840829765564,0.004867367824055861,0.02472809871786519
HIP1,-0.0517109515066867,0.7335534016838066,0.8163772228274625
PTPN12,0.11077494065499494,0.5376056113688445,0.6588291205665266
POR,-0.6194179639070008,0.018248346101394187,0.061889176501150917
FGL2,0.3986204549390244,0.10554662753043836,0.2046635437573852
STYXL1,-0.7742364455868769,0.0011115346004529584,0.00830160624299649
STEAP4,0.8490691376884163,0.004504054537024231,0.023422467391895532
GNAI1,0.9107963810716955,0.0011204457061955778,0.008343355984853177
PEX1,0.2396277202283339,0.12014543243567066,0.22455899759063602
MTERF,0.017588945890661734,0.9363665868846194,0.9612859816727324
SGCE,0.29123272766415464,0.33401204988809163,0.4685648299957139
RBM48,-0.3203479605192463,0.20863352102668486,0.3351811755071393
CASD1,-0.6245998910256891,0.019193198719799024,0.06373841835269675
ZNF780B,0.022890805858664542,0.9087015807568866,0.9419787688287553
LRFN1,-0.39074576706293396,0.03180609703231681,0.08889321249959975
ZFP36,0.47287387254339475,0.4131343304768732,0.5463692685348555
SRD5A3,-0.724433227757399,0.007310328288746274,0.03304610390175947
SPINK2,0.19470522979103203,0.3179211579207428,0.45475829266099266
RASL11B,0.08216114962866095,0.7207094840400832,0.8069537164477767
PAICS,-0.3444851283279249,0.03631795009146454,0.09742417835336503
KDR,0.5475543447341185,0.009369622593389146,0.03936980341204896
PPAT,-0.3701301773007992,0.06677360894266891,0.14773403704642887
TUBGCP6,-0.1878427496331927,0.16797887991084656,0.2863156488062093
ADM2,-1.5013668231093766,6.359684817324494e-09,6.296401254117619e-07
DGCR6L,-0.6854434063687851,0.03147503543382057,0.08818895726603583
DGCR8,-0.2561340925136193,0.3419907988803159,0.47628931299955574
ASPHD2,-0.03733200819755522,0.8243745096997187,0.8842348404090364
